Date,Open,High,Low,Close,Adj Close,Volume
20-07-2016,507.450012,519.400024,505.25,517.849976,507.482422,3584904
21-07-2016,522.5,526.950012,514,515.849976,505.522491,2274652
22-07-2016,516,522.900024,512.349976,520.400024,509.981445,1188747
25-07-2016,514.049988,526.5,513,524.599976,514.09729,1337348
26-07-2016,527.5,530.150024,521.75,523.549988,513.068298,2105457
27-07-2016,523,529.150024,516.950012,523.150024,512.676453,894972
28-07-2016,523.900024,527.950012,519,520.650024,510.226501,1347889
29-07-2016,522.400024,535.5,520,527.400024,516.841309,1785352
01-08-2016,528.799988,535,521.5,524.049988,513.55835,955999
02-08-2016,525.099976,529.950012,516.200012,517.900024,507.531494,1009436
03-08-2016,517,534.900024,515.299988,529.450012,518.850281,1846161
04-08-2016,531.200012,534,523,526.950012,516.40033,1564658
05-08-2016,530.900024,534.599976,527.25,533.25,522.574158,699384
08-08-2016,533.900024,541.200012,531.950012,535.400024,524.681213,852842
09-08-2016,537.799988,540,530.150024,532.950012,522.280273,886532
10-08-2016,532.5,533.950012,519.5,521.25,510.814453,809814
11-08-2016,521.5,525.5,517.900024,523.950012,513.460388,761596
12-08-2016,524,526.400024,512.099976,515.950012,505.620544,2124886
16-08-2016,510.200012,557.549988,510.200012,554.150024,543.055786,8817547
17-08-2016,552,564,547.200012,549.849976,538.841736,3819727
18-08-2016,553.700012,557.5,548,552.650024,541.585815,1434412
19-08-2016,552.849976,560.549988,552.5,556.799988,545.65271,1598177
22-08-2016,557,564.900024,552.299988,557.599976,546.436646,1218782
23-08-2016,557.599976,557.75,552.049988,555.650024,544.525757,874783
24-08-2016,559.799988,572,553.849976,567.200012,555.844482,2340210
25-08-2016,570,574.549988,560,562.900024,551.630554,3471437
26-08-2016,567.5,571.700012,562.349976,567.25,555.893494,2196070
29-08-2016,568.299988,570.349976,562.900024,568,556.62854,1085860
30-08-2016,570,581.450012,567.700012,576.099976,564.566284,1075723
31-08-2016,581.049988,587.5,570,572.950012,561.479309,3596264
01-09-2016,575,581.299988,571,579.150024,567.555176,960422
02-09-2016,580.299988,581.099976,571.5,577.950012,566.379272,880437
06-09-2016,585,586.299988,576,578.599976,567.016235,1189215
07-09-2016,580.049988,585.950012,575.099976,580.75,569.123169,1786522
08-09-2016,581.200012,598.400024,581.200012,595.150024,583.234985,1573263
09-09-2016,595.099976,595.599976,578,580.5,568.878235,1513978
12-09-2016,572.200012,579.200012,562.299988,570.099976,560.61792,1296182
14-09-2016,570,583.700012,569.799988,577.5,567.894897,1579482
15-09-2016,579,591,576.849976,585.400024,575.663513,1294197
16-09-2016,587.099976,596,586.099976,593.549988,583.677917,2145891
19-09-2016,594.900024,600,593.25,597.799988,587.857239,1213754
20-09-2016,598.700012,607.5,596,602.849976,592.823181,2209606
21-09-2016,602.849976,607,597.099976,601.349976,591.348145,1578461
22-09-2016,605,610.950012,603.900024,609.099976,598.969299,1926725
23-09-2016,609,617.799988,604.700012,611.549988,601.378479,1225528
26-09-2016,609,615,603,604.5,594.445801,1796225
27-09-2016,604,610.299988,601.849976,607.200012,597.100891,1443938
28-09-2016,608.700012,612.400024,602.25,605.799988,595.724182,1561039
29-09-2016,608,611,585.75,602.849976,592.823181,2252434
30-09-2016,601.849976,603.900024,562.25,580.049988,570.402405,6967821
03-10-2016,584.700012,591.700012,582.200012,588.849976,579.05603,1146677
04-10-2016,590.299988,603.849976,590.299988,597.799988,587.857239,1656807
05-10-2016,600,600.150024,590,591.650024,581.80957,961556
06-10-2016,592.5,596.799988,576.849976,578.799988,569.173279,1504743
07-10-2016,578.849976,583.400024,566.5,570.049988,560.568787,1317543
10-10-2016,570.25,584.400024,570.25,580.650024,570.992493,929998
13-10-2016,596.950012,599,580.5,582,572.320007,3834775
14-10-2016,584.75,590,583,587,577.236877,1054501
17-10-2016,589,592.049988,583.650024,586,576.253479,1344977
18-10-2016,587,594,582.25,592.75,582.891235,1213156
19-10-2016,591.200012,598.799988,591.200012,596.349976,586.431335,1001409
20-10-2016,596.5,600.5,593.799988,596.599976,586.677124,913371
21-10-2016,597.5,597.5,570,583.25,573.549255,1792780
24-10-2016,585,594.400024,582,584.700012,574.975159,992033
25-10-2016,586,594.5,582.700012,584.5,574.778503,831989
26-10-2016,583,584.900024,575.150024,577.650024,568.042358,814132
27-10-2016,578,588,570.5,585.75,576.007629,779140
28-10-2016,585.5,586.849976,573.700012,575.150024,565.584045,911117
01-11-2016,579.450012,579.450012,570.099976,571.75,562.24054,880843
02-11-2016,569.950012,569.950012,557.549988,560.099976,550.784241,806345
03-11-2016,556,563.799988,556,560,550.685913,701598
04-11-2016,556.099976,565.5,538,544.700012,535.640381,1517311
07-11-2016,549.5,555.75,544,545.75,536.672913,939497
08-11-2016,549.700012,550.900024,530.200012,535.299988,526.396729,1015538
09-11-2016,512.099976,532,486.549988,526.299988,517.546448,3810958
10-11-2016,545,568,545,563.700012,554.324402,3982787
11-11-2016,559.700012,564,545.25,547.950012,538.836365,1232505
15-11-2016,547.599976,561.049988,528.599976,552.400024,543.212341,1505372
16-11-2016,562,564.849976,535.5,538.150024,529.199402,1169205
17-11-2016,539,549.349976,536.099976,545.700012,536.623718,924167
18-11-2016,541.200012,555.650024,541.200012,550.950012,541.786438,1214083
21-11-2016,550,555.349976,542.099976,545.099976,536.033691,1056778
22-11-2016,547.099976,559.349976,543.5,550.5,541.343933,1300502
23-11-2016,554.900024,559.400024,547.150024,552.799988,543.605591,1520986
24-11-2016,551.400024,558.299988,545.049988,553.650024,544.441589,1816603
25-11-2016,557,569.950012,548.5,565.049988,555.651917,1022658
28-11-2016,569.299988,577,568.049988,570.549988,561.060486,1224023
29-11-2016,573,573.950012,564.299988,569.150024,559.683777,832424
30-11-2016,570,573.25,563.5,566.599976,557.176086,1366319
01-12-2016,567,579.849976,566.099976,568.200012,558.749573,1064251
02-12-2016,566,573.900024,566,571.200012,561.699646,984594
05-12-2016,573.5,581.400024,571.349976,573,563.469666,1158108
06-12-2016,575,580.450012,570.950012,574.849976,565.28894,779936
07-12-2016,577.450012,577.599976,569.400024,570.849976,561.355469,694556
08-12-2016,573.5,583.900024,570.200012,582.75,573.057556,1177494
09-12-2016,586,586,576.450012,578.900024,569.271606,539344
12-12-2016,576.400024,582,572.599976,574.799988,565.239746,848042
13-12-2016,574.099976,581.200012,570.5,578.849976,569.222412,553306
14-12-2016,579,579.650024,564.25,568,558.552917,585671
15-12-2016,568,576.549988,559.099976,563.150024,553.783569,1032429
16-12-2016,562.900024,569.900024,561.349976,566.200012,556.782837,665505
19-12-2016,565,574.5,561.400024,569.150024,559.683777,997716
20-12-2016,572.849976,573.799988,562,563.099976,553.734314,873053
21-12-2016,565,567.400024,561.900024,562.799988,553.439331,743830
22-12-2016,562.299988,565.950012,560,561.400024,552.062622,1870565
23-12-2016,561,589.150024,552,582.299988,572.61499,2585856
26-12-2016,581.299988,581.299988,548.099976,554.950012,545.71991,2106357
27-12-2016,559,566.200012,555.150024,563.650024,554.275269,1063407
28-12-2016,567,572,560.799988,562.400024,553.046021,743252
29-12-2016,563.099976,569,562.75,564.849976,555.455261,985947
30-12-2016,565.599976,573.450012,565.599976,568.799988,559.3396,673901
02-01-2017,569.75,572.450012,563.25,566,556.586121,520139
03-01-2017,566.799988,576.799988,562,573.650024,564.108948,626867
04-01-2017,572.950012,576,567.5,568.25,558.798706,729355
05-01-2017,570.200012,581.5,569.299988,579.849976,570.20575,919562
06-01-2017,580.049988,591,577.200012,582.849976,573.155884,851729
09-01-2017,583.549988,588.950012,574.900024,576.700012,567.108215,545949
10-01-2017,577.5,582.900024,573.599976,574.900024,565.338135,430654
11-01-2017,576.950012,579,569.5,576.950012,567.354065,543706
12-01-2017,573.950012,587.799988,567.299988,586.25,576.499329,1086059
13-01-2017,587,589.099976,579.450012,583.400024,573.696777,557024
16-01-2017,577.400024,592,577.400024,588.799988,579.006897,634510
17-01-2017,590.5,592,581.200012,587.25,577.482727,737937
18-01-2017,588.799988,593.400024,577.349976,580.799988,571.140015,591422
19-01-2017,582.299988,587.400024,573.349976,580.349976,570.69751,772657
20-01-2017,583.799988,592.5,574.400024,577.599976,567.993164,1100568
23-01-2017,574.450012,583.450012,573,575.75,566.174011,1197343
24-01-2017,574.700012,581.299988,574.099976,579.900024,570.255005,527089
25-01-2017,581.25,588.849976,577.650024,585.650024,575.909363,888914
27-01-2017,584.700012,591.400024,579.450012,580.150024,570.500793,622149
30-01-2017,578.700012,584.549988,577.150024,582.25,572.565857,589553
31-01-2017,581.549988,583,572.599976,575.349976,565.780579,712955
01-02-2017,573,579.25,566.299988,572.150024,562.63385,873328
02-02-2017,575,587,567.049988,584.349976,574.630859,1033116
03-02-2017,584.299988,611.5,580.400024,607.900024,597.789246,2491068
06-02-2017,610.349976,621.25,599.099976,601.599976,591.593994,2513820
07-02-2017,601.799988,608,594.599976,597.549988,587.611389,1084820
08-02-2017,600,609,597.75,603.200012,593.167419,2122225
09-02-2017,611,611.549988,584.450012,587.650024,577.876038,4192748
10-02-2017,592,593.75,576.799988,579.950012,570.304138,1485266
13-02-2017,582.700012,585.400024,576.049988,582.650024,572.959229,946922
14-02-2017,582,586.599976,574.099976,576.049988,566.468994,816754
15-02-2017,577.5,578.650024,571.150024,574.25,564.698914,1441907
16-02-2017,575,585.400024,574.5,584.599976,574.87677,1156826
17-02-2017,585.900024,596.450012,580.650024,593.25,583.382935,1209276
20-02-2017,593.200012,597.75,582,592.75,582.891235,1008015
21-02-2017,591.900024,595,588.5,593.099976,583.235352,712028
22-02-2017,592.200012,592.900024,586,589.25,579.449463,942703
23-02-2017,589.299988,594.200012,586.049988,592.400024,582.547058,1263865
27-02-2017,592,594.900024,581.349976,585.25,575.51593,867683
28-02-2017,587.700012,592.799988,582.599976,583.700012,573.99176,749802
01-03-2017,585.700012,592.900024,584.200012,586.299988,576.548462,808027
02-03-2017,588.299988,591.950012,586.400024,589.25,579.449463,1571599
03-03-2017,588.950012,596.700012,585,588.599976,578.810181,759454
06-03-2017,592,595,588.200012,590.099976,580.285278,943409
07-03-2017,591.700012,591.700012,586.099976,588.049988,578.26947,475240
08-03-2017,591.75,593.349976,583.049988,591.849976,582.006226,1055453
09-03-2017,588.799988,593.450012,585.25,589.200012,579.400269,690612
10-03-2017,589.200012,591.5,587.049988,589.099976,579.301941,558480
14-03-2017,597,601.5,590.349976,600.200012,590.217285,1324778
15-03-2017,602,605.849976,598.549988,600.200012,590.217285,1479366
16-03-2017,605.099976,605.900024,598.049988,601.400024,591.397461,852049
17-03-2017,604.5,604.5,594.25,597.299988,587.36554,2189719
20-03-2017,597.5,601.5,593.450012,596.299988,586.382202,1027093
21-03-2017,598.5,598.5,590.299988,591.849976,582.006226,861663
22-03-2017,588.900024,598.450012,587.900024,595.200012,585.300537,1018355
23-03-2017,595.799988,598.200012,582.200012,596.25,586.333008,1555876
24-03-2017,595,598.25,591.5,593.950012,584.071228,930175
27-03-2017,597,597,590,592.099976,582.252014,1038435
28-03-2017,592,596,591.450012,594.150024,584.267944,772698
29-03-2017,595,596.549988,591.900024,593.150024,583.284607,1047812
30-03-2017,594.5,600.849976,591.799988,598.349976,588.398071,2096305
31-03-2017,598,598.900024,591,592.950012,583.087891,2242680
03-04-2017,595.299988,595.299988,590.099976,592.650024,582.792969,758083
05-04-2017,600,603.900024,590.450012,593.049988,583.186157,1926049
06-04-2017,591.5,593.650024,587.049988,590.299988,580.481934,1436914
07-04-2017,590.349976,593.450012,585.150024,590,580.187012,1958876
10-04-2017,591,594.200012,588.25,589.650024,579.842773,1177737
11-04-2017,590,591.650024,575.099976,580.049988,570.402405,2103296
12-04-2017,575,582,570.650024,579.400024,569.763306,1188457
13-04-2017,580.5,582.950012,574.700012,577.25,567.649048,1038273
17-04-2017,580,580,573.049988,576.5,566.911499,487497
18-04-2017,576.5,578.25,573.25,575.799988,566.223145,1062574
19-04-2017,576,577,572.75,575.400024,565.829773,1078477
20-04-2017,576,577.200012,573.299988,574.049988,564.502258,1339006
21-04-2017,573,574,562.700012,564.450012,555.061951,1256922
24-04-2017,565,565.099976,553.650024,557.049988,547.784912,1997176
25-04-2017,556.950012,561.599976,550.299988,552.950012,543.753174,1543039
26-04-2017,549.799988,561,545.400024,556.75,547.48999,1425158
27-04-2017,560,564.799988,555.049988,561.700012,552.357666,2343761
28-04-2017,561.950012,561.950012,555,557.450012,548.178406,865584
02-05-2017,558,559,553.799988,555.349976,546.11322,1380964
03-05-2017,554.599976,558.349976,553.200012,556.049988,546.801697,798476
